Price,Age_08_04,Mfg_Year,KM,HP,CC,Quarterly_Tax,Weight
8950,78,1998,65500,86,1300,69,1015
6900,80,1998,65307,110,1600,85,1055
7750,79,1998,65254,86,1300,69,1015
8950,71,1998,65021,72,2000,185,1115
6950,75,1998,65006,86,1300,69,1015
8495,77,1998,64280,110,1600,69,1035
10000,75,1998,64000,107,1600,85,1085
6999,71,1998,64000,110,1600,85,1070
8950,80,1998,64000,110,1600,85,1055
8500,79,1998,63918,110,1600,69,1035
8750,75,1998,63634,110,1600,69,1035
7499,80,1998,63500,110,1600,69,1050
9000,80,1998,63266,110,1600,69,1035
8950,77,1998,62595,110,1600,69,1050
6950,80,1998,62581,110,1600,85,1075
8500,77,1998,62285,110,1600,85,1075
8450,77,1998,61906,86,1300,85,1065
8950,74,1998,61700,110,1600,85,1070
8250,77,1998,61648,110,1600,85,1070
7950,75,1998,61626,86,1300,69,1035
7450,70,1998,61510,110,1600,69,1035
9000,79,1998,61165,107,1600,85,1080
7150,70,1998,61000,110,1600,69,1035
7750,76,1998,60833,110,1600,69,1035
5845,70,1998,60600,86,1300,85,1060
8500,72,1998,60483,110,1600,85,1075
8250,80,1998,60476,110,1600,19,1114
9450,79,1998,60142,110,1600,69,1050
6750,69,1998,60050,110,1600,69,1050
8400,77,1998,60000,110,1600,69,1050
7900,76,1998,60000,110,1600,69,1050
7950,76,1998,59815,110,1587,85,1055
8750,80,1998,59326,110,1600,85,1085
9900,73,1998,59240,110,1600,69,1050
6495,71,1998,59164,110,1600,69,1035
8250,70,1998,59017,107,1600,85,1080
6900,69,1998,58952,110,1600,69,1050
7500,74,1998,58454,86,1300,69,1015
7950,75,1998,58341,86,1300,69,1030
8250,80,1998,58267,110,1600,85,1070
8950,80,1998,58000,110,1600,85,1055
9750,70,1998,57829,110,1600,19,1050
8250,80,1998,57787,86,1300,69,1015
8900,78,1998,57628,110,1600,85,1075
8950,75,1998,57537,86,1300,69,1050
6750,76,1998,57263,110,1600,69,1050
7950,75,1998,57144,110,1600,85,1070
8600,69,1998,57096,86,1300,69,1025
7750,80,1998,57000,86,1300,69,1000
7800,73,1998,56566,110,1600,69,1050
8750,73,1998,56307,110,1600,69,1050
9500,79,1998,56214,86,1300,69,1015
7750,74,1998,56132,110,1600,69,1035
9950,79,1998,55425,110,1600,85,1075
7750,77,1998,54439,86,1300,69,1015
5950,69,1998,53809,110,1600,69,1050
10950,76,1998,53133,110,1600,85,1070
9450,77,1998,52900,110,1600,19,1075
8250,80,1998,52700,110,1600,69,1050
9750,69,1998,52320,110,1600,85,1070
7450,78,1998,52287,110,1600,19,1114
8750,75,1998,52000,110,1600,19,1075
8750,69,1998,52000,110,1600,69,1050
8500,73,1998,52000,110,1600,85,1065
8950,70,1998,51874,86,1300,69,1000
7500,79,1998,49827,86,1300,69,1035
7250,69,1998,49640,110,1600,69,1035
7450,80,1998,49580,110,1600,69,1035
8750,76,1998,49170,86,1300,69,1045
9800,77,1998,48838,110,1600,85,1055
7500,71,1998,48576,86,1300,69,1015
8950,75,1998,48400,110,1600,85,1075
8950,74,1998,48242,86,1300,69,1035
7450,70,1998,47955,110,1600,85,1070
8950,71,1998,47633,110,1600,85,1075
10500,78,1998,47400,86,1300,69,1040
7000,73,1998,47360,86,1300,69,1010
8500,77,1998,45507,110,1600,69,1050
7750,76,1998,45410,86,1300,69,1035
8950,70,1998,44850,110,1600,69,1050
8250,69,1998,44826,110,1600,85,1075
9250,80,1998,44444,110,1600,69,1050
7900,75,1998,43720,110,1600,85,1070
8500,78,1998,43622,86,1300,69,1000
7950,76,1998,43532,110,1600,85,1070
9950,69,1998,42800,110,1600,69,1050
8750,74,1998,42317,107,1600,85,1100
7500,80,1998,42186,110,1600,69,1050
6950,72,1998,42000,110,1600,69,1050
8950,79,1998,40093,110,1600,19,1114
8750,79,1998,39800,107,1600,85,1080
7750,73,1998,39168,86,1300,69,1015
8450,75,1998,38945,110,1600,69,1050
8150,76,1998,36537,110,1600,85,1075
8500,78,1998,36000,86,1300,69,1045
7600,78,1998,36000,110,1600,69,1050
7950,80,1998,35821,86,1300,19,1015
7750,73,1998,34717,86,1300,69,1015
7950,80,1998,34000,86,1300,69,1000
9950,78,1998,30964,110,1600,85,1080
8950,71,1998,29000,86,1300,69,1045
8450,72,1998,26000,86,1300,69,1015
8950,78,1998,24000,86,1300,85,1065
8450,80,1998,23000,86,1300,69,1015
7500,69,1998,20544,86,1300,69,1025
10845,72,1998,19000,86,1300,69,1015
8500,71,1998,17016,86,1300,69,1015
7250,70,1998,16916,86,1300,69,1015
6950,76,1998,1,110,1600,19,1114
